strategy,first_seen_in,novel,replicable,blocked_reason,base,tier,odds,oos_win,oos_roi,bets,backed,price_column,graded_against,min_odds_floor,hold_sec,window_sec,market_status_columns,reconciliation_gap,n_conditions,conditions
BAS_spread_dog_c_0255,COMBINA_1027.xlsx,False,True,,spread_dog_cover,Npc,1.581,63.8,1.4,339,spread_dog_cover,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,0.53,1,proj_gap_n <= -0.0208
BAS_prop:first_s_0077,COMBINA_1027.xlsx,False,False,1 term(s) the engine cannot rebuild: rk_dog_odds,prop:first_scorer_hold,Npc,1.639,62,1.3,326,prop:first_scorer_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-0.32,2,rk_dog_odds >= 1.8392 AND X_u_elapsed__minus__u_time_in_lead <= 1.0763
BAS_tg_under_0043,COMBINA_1027.xlsx,False,True,,tg_under,Vision,1.908,53.4,1.3,414,tg_under,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-0.59,1,dog_odds_vol_180 <= 0.8196
BAS_prop:fresh_l_0261,COMBINA_1027.xlsx,False,False,1 term(s) the engine cannot rebuild: leader_drift,prop:fresh_lead,Jobber,2.282,45.2,1.3,378,prop:fresh_lead,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-1.85,1,leader_drift >= 0.8495
BAS_SHORTENED_0070,COMBINA_1027.xlsx,False,True,,SHORTENED,Jobber,2.559,40.4,1.3,399,SHORTENED,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-2.08,1,u_ratio_open <= 3.0305
BAS_spec:HT_Unde_0115,COMBINA_1027.xlsx,False,False,1 term(s) the engine cannot rebuild: lead_changes_300s,spec:HT_Underdog_Fade,Vision,1.716,59,1.2,338,spec:HT_Underdog_Fade,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-0.04,2,imbal >= 0.0217 AND lead_changes_300s <= 1
BAS_spec:HT_Unde_0114,COMBINA_1027.xlsx,False,False,1 term(s) the engine cannot rebuild: pc_7b8a13a5,spec:HT_Underdog_Fade,Vision,1.735,58.3,1.2,370,spec:HT_Underdog_Fade,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,0.05,1,pc_7b8a13a5 <= 2.0842
BAS_dog_leading_0135,COMBINA_1027.xlsx,False,False,1 term(s) the engine cannot rebuild: lead_changes_300s,dog_leading,Vision,1.713,59.1,1.1,316,dog_leading,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-0.14,2,price_gap >= 0.04 AND lead_changes_300s <= 2
BAS_pm_underdog_0116,COMBINA_1027.xlsx,False,False,1 term(s) the engine cannot rebuild: rk_dog_odds,pm_underdog,Vision,1.74,58.3,1.1,325,pm_underdog,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-0.34,1,rk_dog_odds >= 1.83
BAS_late_lead_ho_0092,COMBINA_1027.xlsx,False,False,1 term(s) the engine cannot rebuild: u_price,late_lead_hold,Npc,1.548,65.9,1,351,late_lead_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-1.01,1,u_price <= 1.7584
BAS_spec:Leader_0057,COMBINA_1027.xlsx,False,True,,spec:Leader,Npc,1.609,63.6,1,354,spec:Leader,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-1.33,2,dow >= 2 AND ten_mins >= 0.6949
BAS_late_lead_ho_0222,COMBINA_1027.xlsx,False,False,1 term(s) the engine cannot rebuild: trailer_price,late_lead_hold,Jobber,2.227,44.8,1,335,late_lead_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,1.23,1,trailer_price >= 1.34
BAS_tg_under_lag_0124,COMBINA_1027.xlsx,False,True,,tg_under_lag,Vision,1.904,53.2,0.9,439,tg_under_lag,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-0.39,1,opp_pts_last_60s <= 3
BAS_prop:dog_lea_0174,COMBINA_1027.xlsx,False,True,,prop:dog_leading_late,Jobber,2.285,44.4,0.8,329,prop:dog_leading_late,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-0.65,1,u_jump <= 1.0162
BAS_tg_under_0044,COMBINA_1027.xlsx,False,True,,tg_under,Vision,1.912,52.8,0.7,370,tg_under,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-0.25,1,lead_m15 <= 1
BAS_prop:garbage_0057,COMBINA_1027.xlsx,False,True,,,Npc,1.701,60.7,0.6,848,,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-2.65,1,odds_ratio >= 0.0833
BAS_prop:first_s_0083,COMBINA_1027.xlsx,False,False,1 term(s) the engine cannot rebuild: pc_dc4196fb,prop:first_scorer_hold,Npc,1.597,63.5,0.6,342,prop:first_scorer_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-0.81,1,pc_dc4196fb >= -4.315
BAS_spec:Leader_0055,COMBINA_1027.xlsx,False,False,1 term(s) the engine cannot rebuild: scoring_rate,spec:Leader,Npc,1.602,63.8,0.6,328,spec:Leader,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-1.61,2,scoring_rate >= 1.8663 AND imbal >= 0.0161
BAS_late_lead_ho_0096,COMBINA_1027.xlsx,False,True,,late_lead_hold,Npc,1.66,61.1,0.6,298,late_lead_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-0.83,3,u_vel_t <= -0.0054 AND wall_min <= 171.805 AND lead_m15 <= 1
BAS_prop:dog_lea_0180,COMBINA_1027.xlsx,False,True,,prop:dog_leading_late,Jobber,2.349,43.7,0.6,352,prop:dog_leading_late,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-2.05,1,u_overround <= 1.1109
BAS_prop:dog_lea_0177,COMBINA_1027.xlsx,False,False,1 term(s) the engine cannot rebuild: rk_lead_off_high,prop:dog_leading_late,Jobber,2.365,43.2,0.6,303,prop:dog_leading_late,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-1.57,2,rk_lead_off_high >= 0.2333 AND lead_m15 <= 1
BAS_lead_ml_0146,COMBINA_1027.xlsx,False,False,"2 term(s) the engine cannot rebuild: lead_changes_total, tg_overround",lead_ml,Jobber,2.382,41.8,0.6,301,lead_ml,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,1.03,2,tg_overround <= 1.123 AND lead_changes_total <= 2
BAS_pm_underdog_0019,COMBINA_1027.xlsx,False,False,1 term(s) the engine cannot rebuild: needed_rate_for_over,pm_underdog,Jobber,2.574,39.6,0.6,326,pm_underdog,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-1.33,1,needed_rate_for_over >= 2.8864
BAS_prop:first_s_0079,COMBINA_1027.xlsx,False,False,1 term(s) the engine cannot rebuild: rk_dog_odds,prop:first_scorer_hold,Npc,1.606,63.3,0.5,455,prop:first_scorer_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-1.16,1,rk_dog_odds >= 1.84
BAS_lead_ml_0061,COMBINA_1027.xlsx,False,False,"2 term(s) the engine cannot rebuild: margin_per_implied, u_hazard",lead_ml,Npc,1.62,62.3,0.5,364,lead_ml,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-0.43,2,u_hazard <= -0.1381 AND margin_per_implied >= 1.48
BAS_late_lead_ho_0095,COMBINA_1027.xlsx,False,True,,late_lead_hold,Npc,1.652,61.6,0.5,316,late_lead_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-1.26,3,u_vel_t <= -0.0052 AND lead_m15 <= 1 AND total_points_over <= 1.93
BAS_spec:TG_Hist_0003,COMBINA_1027.xlsx,False,False,"3 term(s) the engine cannot rebuild: margin_per_implied, needed_rate_for_over, tg_overround",spec:TG_Historical_vs_Handicap_Under,Vision,1.78,56.2,0.5,369,spec:TG_Historical_vs_Handicap_Under,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,0.46,3,needed_rate_for_over <= 3.716 AND tg_overround >= 1.0873 AND margin_per_implied >= 2.2315
LZ_V270_BASK_008,COMBINA_1027.xlsx,False,True,,,Jobber,2.642,48.8,0.5,806,,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-28.43,3,prog >= 0.3672 AND lead_size >= 4 AND lead_odds >= 1.50
BAS_prop:dog_lea_0178,COMBINA_1027.xlsx,False,False,1 term(s) the engine cannot rebuild: tg_overround,prop:dog_leading_late,Jobber,2.28,45.5,0.5,359,prop:dog_leading_late,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-3.24,1,tg_overround <= 1.1149
BAS_prop:late_le_0204,COMBINA_1027.xlsx,False,False,1 term(s) the engine cannot rebuild: rk_fav_odds,prop:late_lead_hold,Npc,1.592,63.5,0.4,319,prop:late_lead_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-0.69,2,rk_fav_odds <= 1.75 AND margin_rate <= 6.6917
BAS_prop:late_le_0203,COMBINA_1027.xlsx,False,False,1 term(s) the engine cannot rebuild: margin_range_300s,prop:late_lead_hold,Vision,1.683,59.6,0.4,300,prop:late_lead_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,0.09,2,margin_range_300s >= 4 AND home_odds >= 1.58
BAS_spread_dog_c_0106,COMBINA_1027.xlsx,False,False,1 term(s) the engine cannot rebuild: price_move_since_score,spread_dog_cover,Vision,1.8,55.8,0.4,307,spread_dog_cover,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-0.04,3,price_move_since_score <= 1 AND pts_last_60s <= 5 AND u_ratio_open >= 0.1537
BAS_spread_dog_c_0236,COMBINA_1027.xlsx,False,True,,spread_dog_cover,Vision,1.832,54.8,0.4,316,spread_dog_cover,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,0.01,1,u_ratio_open <= 3.0613
BAS_prop:dog_lea_0143,COMBINA_1027.xlsx,False,True,,prop:dog_leading_late,Vision,1.684,59.8,0.3,390,prop:dog_leading_late,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-0.4,1,price_gap >= 0.06
BAS_spec:HT_Unde_0113,COMBINA_1027.xlsx,False,True,,spec:HT_Underdog_Fade,Vision,1.761,57,0.3,305,spec:HT_Underdog_Fade,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-0.08,1,h_score <= 25.3513
BAS_spec:TG_Hist_0002,COMBINA_1027.xlsx,False,True,,spec:TG_Historical_vs_Handicap_Under,Vision,1.774,56.1,0.3,371,spec:TG_Historical_vs_Handicap_Under,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,0.78,1,lead_vs_line >= -178.5
BAS_spread_dog_c_0109,COMBINA_1027.xlsx,False,True,,spread_dog_cover,Vision,1.8,55.7,0.2,333,spread_dog_cover,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-0.06,1,X_u_elapsed__minus__u_time_in_lead >= 0.0019
BAS_prop:dog_lea_0176,COMBINA_1027.xlsx,False,True,,prop:dog_leading_late,Jobber,2.255,44.7,0.2,384,prop:dog_leading_late,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-0.6,1,line_flat >= 2
BAS_prop:fresh_l_0260,COMBINA_1027.xlsx,False,True,,prop:fresh_lead,Jobber,2.284,44.1,0.2,336,prop:fresh_lead,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-0.52,1,lead_m30 <= 0
BAS_prop:first_s_0254,COMBINA_1027.xlsx,False,True,,prop:first_scorer_hold,Feeder,3.945,25.4,0.2,290,prop:first_scorer_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,0,2,lead_margin_m30 <= 3 AND point_spread_home >= 1.6575
BAS_spec:Leader_0052,COMBINA_1027.xlsx,False,True,,spec:Leader,Npc,1.652,61.1,0.1,389,spec:Leader,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-0.84,1,u_pace <= 58.0667
BAS_prop:first_s_0076,COMBINA_1027.xlsx,False,False,1 term(s) the engine cannot rebuild: tg_imp_under,prop:first_scorer_hold,Npc,1.639,61.4,0.1,341,prop:first_scorer_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-0.53,1,tg_imp_under <= 0.578
BAS_prop:first_s_0049,MODE3_202748.xlsx,True,False,"2 term(s) the engine cannot rebuild: tg_imp_over, tg_overround",prop:first_scorer_hold,Vision,2.23,52.2,14.1,321,prop:first_scorer_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-2.31,6,prog_score <= 0.35 AND line_move <= 4.0 AND price_gap <= 1.89 AND X_minute__minus__u_drought <= 27.3487 AND tg_overround <= 1.1237 AND tg_imp_over <= 0.605
BAS_prop:drifter_0027,MODE3_202748.xlsx,True,True,,prop:drifter_vs_open,Feeder,5.096,21.8,17.5,300,prop:drifter_vs_open,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,6.41,4,time_at_this_price <= 28.2017 AND lead_vs_line <= -170.833 AND X_home_odds__x__point_spread_away <= 10.82 AND u_vol >= 0.0119
BAS_spread_dog_c_0156,MODE3_202748.xlsx,True,True,,spread_dog_cover,Vision,1.926,58.5,12.5,306,spread_dog_cover,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-0.17,4,line_open >= 140.0 AND need_frac >= 0.4 AND price_gap >= 0.06 AND dog_odds_vol_180 <= 0.2508
BAS_late_lead_ho_0169,MODE3_202748.xlsx,True,False,"2 term(s) the engine cannot rebuild: open_vs_now_lead, tg_overround",late_lead_hold,Jobber,2.374,46.9,11.3,301,late_lead_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-0.04,6,line_open >= 140.0 AND need_frac >= 0.4 AND open_vs_now_lead <= 0.9043 AND motif_0 <= 0.0 AND X_minute__minus__u_drought <= 26.2769 AND tg_overround <= 1.1237
BAS_prop:first_s_0062,MODE3_202748.xlsx,True,False,1 term(s) the engine cannot rebuild: tg_overround,prop:first_scorer_hold,Jobber,2.36,48.4,11.1,320,prop:first_scorer_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-3.12,5,prog_score <= 0.35 AND line_move <= 4.0 AND lead_vs_line <= -143.0 AND u_ratio_open <= 2.9167 AND tg_overround <= 1.1237
BAS_tg_under_0005,MODE3_202748.xlsx,True,False,1 term(s) the engine cannot rebuild: is_trailer,tg_under,Npc,1.778,61.9,10.6,303,tg_under,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,0.54,3,prog_q >= 0.5 AND u_open >= 1.2 AND is_trailer <= 0.8231
BAS_late_lead_ho_0110,MODE3_202748.xlsx,True,False,"2 term(s) the engine cannot rebuild: lead_changes_300s, trailer_price",late_lead_hold,Npc,1.571,70.6,10.5,335,late_lead_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-0.41,6,prog_score <= 0.35 AND line_move <= 4.0 AND odds_ratio <= 1.227 AND trailer_price >= 1.8518 AND total_points_over <= 1.9442 AND lead_changes_300s <= 1.0
BAS_prop:late_le_0181,MODE3_202748.xlsx,True,True,,prop:late_lead_hold,Jobber,2.238,49.7,10.5,332,prop:late_lead_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-0.73,3,lead_size >= 3.0 AND u_ratio_open <= 2.8107 AND open_gap <= 3.55
BAS_prop:first_s_0056,MODE3_202748.xlsx,True,False,1 term(s) the engine cannot rebuild: tg_overround,prop:first_scorer_hold,Jobber,2.254,49.3,8.5,286,prop:first_scorer_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-2.62,5,prog_score <= 0.35 AND line_move <= 4.0 AND price_gap <= 1.89 AND opp_drift <= 1.0811 AND tg_overround <= 1.1237
BAS_lead_ml_0081,MODE3_202748.xlsx,True,False,"2 term(s) the engine cannot rebuild: pc_f3e46219, trailer_price",lead_ml,Npc,1.528,70.4,8.2,350,lead_ml,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,0.63,4,prog_score <= 0.35 AND line_move <= 4.0 AND trailer_price >= 1.92 AND pc_f3e46219 <= 2.3868
BAS_prop:first_s_0060,MODE3_202748.xlsx,True,False,1 term(s) the engine cannot rebuild: tg_overround,prop:first_scorer_hold,Jobber,2.336,47.1,8,298,prop:first_scorer_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-2.03,4,prog_score <= 0.35 AND lead_vs_line <= -150.5 AND u_ratio_open <= 2.5724 AND tg_overround <= 1.1237
BAS_spread_dog_c_0154,MODE3_202748.xlsx,True,True,,spread_dog_cover,Vision,1.925,56,7.7,297,spread_dog_cover,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-0.1,3,prog_score <= 0.35 AND lead_vs_line <= -140.5 AND dog_odds_vol_180 <= 0.2346
BAS_DRIFTED_0046,MODE3_202748.xlsx,True,True,,DRIFTED,Jobber,2.444,43.8,7.6,275,DRIFTED,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,0.55,2,line >= 170.0 AND pm_home <= 2.6314
BAS_spec:TG_Hist_0072,MODE3_202748.xlsx,True,False,1 term(s) the engine cannot rebuild: pace_last_300s_vs_line,spec:TG_Historical_vs_Handicap_Under,Vision,1.912,56.4,7.5,483,spec:TG_Historical_vs_Handicap_Under,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-0.34,3,prog >= 0.7151017554368007 AND time_at_this_price < 52.915909090909054 AND pace_last_300s_vs_line >= -159.72
BAS_prop:first_s_0059,MODE3_202748.xlsx,True,True,,prop:first_scorer_hold,Jobber,2.357,47.9,7.4,347,prop:first_scorer_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-5.5,2,u_overround <= 1.1109 AND req_ratio <= 1.3805
BAS_tg_under_0009,MODE3_202748.xlsx,True,False,1 term(s) the engine cannot rebuild: pc_51f228a2,tg_under,Npc,1.755,60.7,7.1,403,tg_under,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,0.57,4,wall_min <= 171.805 AND lead_m15 <= 1.0 AND pc_51f228a2 <= -0.1057 AND secs_since_price <= 0.0
BAS_prop:first_s_0054,MODE3_202748.xlsx,True,False,1 term(s) the engine cannot rebuild: rk_odds_ratio,prop:first_scorer_hold,Jobber,2.254,47.9,7.1,318,prop:first_scorer_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-0.87,5,line_open >= 140.0 AND prog_score <= 0.35 AND rk_odds_ratio <= 2.3716 AND leader_runmax >= 1.8456 AND tot_vs_line <= -128.8692
BAS_late_lead_ho_0007,MODE3_202748.xlsx,True,True,,,Jobber,2.374,45.7,6.8,392,,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-1.69,5,prog_score <= 0.35 AND line_move <= 4.0 AND price_gap <= 1.89 AND opp_drift <= 1.0811 AND trail <= 6.0
BAS_prop:first_s_0055,MODE3_202748.xlsx,True,False,1 term(s) the engine cannot rebuild: tg_overround,prop:first_scorer_hold,Jobber,2.429,45.5,6.8,300,prop:first_scorer_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-3.72,4,prog_score <= 0.35 AND lead_vs_line <= -140.5 AND req_ratio >= 1.195 AND tg_overround <= 1.1237
BAS_q1_winner_0139,MODE3_202748.xlsx,True,False,1 term(s) the engine cannot rebuild: rk_implied_edge,q1_winner,Npc,1.498,71.3,6.5,371,q1_winner,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-0.31,2,X_q1_lead__minus__u_overround >= 1.88889 AND rk_implied_edge >= 0.0764
BAS_prop:first_s_0098,MODE3_202748.xlsx,True,False,1 term(s) the engine cannot rebuild: rk_dog_odds,prop:first_scorer_hold,Npc,1.568,67.9,6.4,344,prop:first_scorer_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-0.07,3,prog_score <= 0.35 AND rk_dog_odds >= 1.8351 AND opp >= 1.91
BAS_prop:drifter_0029,MODE3_202748.xlsx,True,True,,prop:drifter_vs_open,Feeder,5.159,21.4,6.2,327,prop:drifter_vs_open,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-4.2,6,line_open >= 140.0 AND pm_away <= 2.92 AND leader_runmax <= 3.66 AND secs_since_run_started >= 0.0 AND u_trend <= -5.7851 AND total_goals_handicap_ffill <= 197.5
BAS_prop:drifter_0026,MODE3_202748.xlsx,True,False,1 term(s) the engine cannot rebuild: both_scored,prop:drifter_vs_open,Ino,5.452,18.8,6,316,prop:drifter_vs_open,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,3.5,3,line >= 170.0 AND X_minute__over__u_vol <= 2696.29 AND both_scored >= 1.0
BAS_late_lead_ho_0115,MODE3_202748.xlsx,True,False,1 term(s) the engine cannot rebuild: trailer_price,late_lead_hold,Npc,1.575,67.6,5.9,420,late_lead_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-0.57,4,prog_score <= 0.35 AND u_ratio_open <= 3.0575 AND trailer_price >= 1.8315 AND prematch_dog_odds >= 1.9465
BAS_late_lead_ho_0103,MODE3_202748.xlsx,True,False,1 term(s) the engine cannot rebuild: lead_changes_300s,late_lead_hold,Npc,1.622,66.1,5.9,354,late_lead_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-1.31,4,dog_odds_vol_180 <= 0.15546 AND price_gap >= 0.04 AND lead_changes_300s <= 2.0 AND line_open >= 134.5
BAS_spec:TG_Hist_0071,MODE3_202748.xlsx,True,True,,spec:TG_Historical_vs_Handicap_Under,Vision,1.885,56.2,5.9,371,spec:TG_Historical_vs_Handicap_Under,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-0.04,2,prog_score >= 0.45 AND u_drift_opp <= 11.7818
BAS_spread_dog_c_0118,MODE3_202748.xlsx,True,True,,spread_dog_cover,Vision,1.8,58.7,5.6,305,spread_dog_cover,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-0.06,5,line_open >= 140.0 AND need_frac >= 0.4 AND prog_score <= 0.35 AND lead_vs_line <= -154.5 AND X_X_u_elapsed__minus__u_time_in_lead__over__X_u_pace__over__u_time_in_lead >= -0.0083
BAS_prop:garbage_0127,MODE3_202748.xlsx,True,True,,prop:garbage_under,Vision,1.763,59.7,5.4,340,prop:garbage_under,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,0.15,2,lead_m15 <= 0.0 AND u_overround >= 1.0508
BAS_tg_under_lag_0135,MODE3_202748.xlsx,True,False,1 term(s) the engine cannot rebuild: u_ratio_shift,tg_under_lag,Vision,1.927,55.1,5.3,361,tg_under_lag,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-0.88,4,line_open >= 140.0 AND need_frac >= 0.4 AND dog_odds_vol_180 >= 0.0469 AND u_ratio_shift >= 0.395
BAS_prop:first_s_0089,MODE3_202748.xlsx,True,False,"3 term(s) the engine cannot rebuild: lead_changes_300s, pc_f3e46219, trailer_price",prop:first_scorer_hold,Npc,1.612,65.5,5.2,370,prop:first_scorer_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-0.39,5,prog_score <= 0.35 AND u_ratio_open <= 3.0575 AND trailer_price >= 1.8315 AND pc_f3e46219 <= 2.0943 AND lead_changes_300s <= 1.0
BAS_prop:first_s_0047,MODE3_202748.xlsx,True,False,"2 term(s) the engine cannot rebuild: rk_odds_ratio, tg_overround",prop:first_scorer_hold,Jobber,2.198,48.7,5.2,320,prop:first_scorer_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-1.84,5,line_open >= 140.0 AND prog_score <= 0.35 AND rk_odds_ratio <= 2.3716 AND X_minute__minus__u_drought <= 28.0923 AND tg_overround <= 1.1237
BAS_prop:first_s_0097,MODE3_202748.xlsx,True,False,"3 term(s) the engine cannot rebuild: lead_changes_300s, pc_f3e46219, rk_dog_odds",prop:first_scorer_hold,Npc,1.599,66.1,5.1,338,prop:first_scorer_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-0.59,4,dog_odds_vol_180 <= 0.15546 AND rk_dog_odds >= 1.85 AND pc_f3e46219 <= 2.0943 AND lead_changes_300s <= 1.0
BAS_prop:first_s_0091,MODE3_202748.xlsx,True,True,,prop:first_scorer_hold,Npc,1.645,64.7,5,331,prop:first_scorer_hold,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-1.43,5,total_points_under >= 1.75 AND hour >= 2.0 AND away_odds >= 1.159999966621399 AND tot_vs_line <= -129.823 AND opp >= 1.53
BAS_prop:held_le_0182,MODE3_202748.xlsx,True,False,1 term(s) the engine cannot rebuild: rk_fav_odds,prop:held_lead,Jobber,2.155,49,4.9,304,prop:held_lead,backed-side price at arm,"final_winner (recorded settlement, never derived)",1.4,5,60,market_status · total_goals_market_active where present,-0.69,2,rk_fav_odds >= 1.23 AND u_ratio_open <= 2.842
